,0,1,2
304,(15.140771703369374+0j),(5.872709561523861+0j),(3.2499946888338114-2.5371735138119655j)
305,(16.3920134161971+0j),(5.427249957769153+0j),(3.737268978365435-2.6582471884650998j)
306,(17.76283324152081+0j),(8.177352838322665+0j),(7.885501944841753-5.86110133157054j)
307,(18.48491635182359+0j),(8.13678512273364+0j),(8.503884041256592-6.479587563685104j)
308,(20.348348315678873+0j),(8.990235773306617+0j),(9.26598705689249-6.363163933604915j)
309,(24.61846584613022+0j),(6.9425601849494125+0j),(4.3052634400538405-2.3456938898089152j)
310,(23.68959588981884+0j),(7.707692324853814+0j),(4.003260035536135-2.3750493405874153j)
311,(21.433957913207202+0j),(7.3552141579956904+0j),(3.0407431906684477-3.2609656520919708j)
312,(22.719873862784333+0j),(4.712772890585003+0j),(4.06384680003607-3.4285505711022135j)
313,(19.5917255080877+0j),(6.49763439602859+0j),(6.287037287685767-4.143730885664034j)
314,(22.138603559727542+0j),(10.024745319257452+0j),(7.295272578625649-4.546335706636788j)
315,(24.644989069983765+0j),(11.437901097631181+0j),(7.336756640534373-4.726040811769105j)
316,(23.691885227381444+0j),(11.342916410220308+0j),(8.88104646220694-5.073481649499725j)
317,(25.96418141403814+0j),(11.406717547136704+0j),(9.95770271562925-4.392890677286095j)
318,(23.628621416148786+0j),(12.08508886175314+0j),(8.942533186441146-5.894207380167181j)
319,(21.273585289315175+0j),(10.83664066018761+0j),(9.067361648636256-4.828870069949971j)
320,(20.46257364896259+0j),(10.805604291181302+0j),(7.5911867468351755-4.703596230709695j)
321,(18.644616102422+0j),(13.107404465942114+0j),(8.990633075171312-4.481162917871706j)
322,(18.90727550326555+0j),(14.48765752871633+0j),(11.067796396020105-5.859084488438615j)
323,(22.32828262931019+0j),(16.571205128139557+0j),(11.304754161357174-6.451766921227612j)
324,(21.56496294707093+0j),(15.677315591440564+0j),(10.91552197688501-5.363358339785927j)
325,(20.48768117360426+0j),(13.997794466639913+0j),(10.945237911120227-5.137609588918263j)
326,(18.60688526647464+0j),(9.724169767163856+0j),(9.17843086252973-3.755380053993643j)
327,(16.60990707936933+0j),(12.21104749716471+0j),(7.9464553340534145-2.990798635412938j)
328,(20.526914830037118+0j),(11.608544109029676+0j),(11.378329248138048-2.181487656855696j)
329,(19.321656625879076+0j),(12.873011349503015+0j),(10.02007244970064-4.464734513231793j)
330,(23.998583383144073+0j),(7.346060104637911+0j),(9.474394091711574-2.4599254041244762j)
331,(24.812919337432408+0j),(12.377861514951192+0j),(10.822554203783724-2.9079388755608337j)
332,(15.028589375627991+0j),(10.203541116352872+0j),(4.772796950327478-3.8301002505166277j)
333,(11.435388417395874+0j),(12.971886846280272+0j),(6.841679220703046-2.049511999940058j)
334,(22.777072514155094+0j),(9.763459185795357+0j),(9.488267696513779-3.1175803212644664j)
335,(24.488453140649284+0j),(9.730228356032605+0j),(9.752394958589672-2.1806115446143344j)
336,(24.84411293105663+0j),(12.156965083368469+0j),(9.685614571146742-3.1523792981233654j)
337,(24.22068729981025+0j),(12.370582327948759+0j),(10.676820031789843-2.6572063656816383j)
338,(24.84411293105663+0j),(12.156965083368469+0j),(9.685614571146742-3.1523792981233654j)
339,(25.173315603306822+0j),(10.157974894512321+0j),(9.63696987526906-2.6752585428131415j)
340,(23.9867123112169+0j),(10.288657840935281+0j),(11.40892521167447-1.6764515706914445j)
341,(21.45669366164618+0j),(8.53373781680294+0j),(12.060452859953392-3.179357836612527j)
342,(22.003306339609185+0j),(9.186658592164296+0j),(10.11560768876978-3.181389125007558j)
343,(17.174915475069184+0j),(10.34951818245099+0j),(10.486238776154348-4.52469682504266j)
344,(16.329835130340875+0j),(16.228958717800335+0j),(7.306537095089527-2.898608888641869j)
345,(12.756908332536607+0j),(15.768686557279855+0j),(8.689703159952597-3.1497654907238495j)
346,(34.31977123235231+0j),(14.70977891653929+0j),(10.548366272529218-2.9671529194007595j)
347,(37.0238135649198+0j),(21.295542194704268+0j),(9.840067202808152-2.400185258844132j)
348,(31.755839301447928+0j),(5.652108615172151+0j),(12.47884524394952-3.2941981272170704j)
349,(31.252945612008542+0j),(16.51286456378592+0j),(9.686210374450631-1.0441327129124147j)
350,(32.826196361584685+0j),(17.345595270574268+0j),(14.631867493079332-1.3312160107727773j)
351,(19.51376685130522+0j),(13.337332683924362+0j),(13.606172696458376+1.45643477568599j)
352,(34.402604347446285+0j),(10.758201273843133+0j),(19.542171990158394+5.061271999708373j)
353,(22.672801434253643+0j),(-5.197811623801824+0j),(22.771090615751014+4.402450457314648j)
354,(44.569028155594445+0j),(12.384888644101506+0j),(12.804327324783257+0.30291614146059637j)
355,(28.144061181131033+0j),(18.60015391631934+0j),(14.857986038462311+1.7333398563651257j)
356,(18.64329046440005+0j),(14.096329038552504+0j),(18.01012040853035+4.629180225292171j)
357,(8.786720847813358+0j),(12.47144356607128+0j),(18.184186508596984+6.713659077567784j)
358,(18.486397921024615+0j),(16.938171843895315+0j),(19.73201681439692+4.662254621934459j)
359,(8.786720847813358+0j),(12.47144356607128+0j),(18.184186508596984+6.713659077567784j)
360,(23.276922239577615+0j),(15.568602204776301+0j),(16.622911239613956+0.810792454583086j)
361,(10.683105047639613+0j),(14.245247565763865+0j),(20.406970019127208+6.3248565882654635j)
362,(24.451627061956298+0j),(18.059197639923465+0j),(16.153436848415733+2.5497454643711093j)
363,(28.144061181131033+0j),(18.60015391631934+0j),(14.857986038462311+1.7333398563651257j)
364,(8.668817594417181+0j),(13.420915161822755+0j),(18.483535794273003+8.471163806078j)
365,(23.984955303616157+0j),(16.893389147307552+0j),(16.03825954011263+1.6146524194023992j)
366,(19.440640376905947+0j),(13.284937163255048+0j),(13.330260197502582+1.4087813988952629j)
367,(18.64329046440005+0j),(14.096329038552504+0j),(18.01012040853035+4.629180225292171j)
368,(20.850356758871666+0j),(15.894166558121814+0j),(13.636551625044042+2.585249253511288j)
369,(13.315894715212032+0j),(10.609798782021135+0j),(14.359333417655108+4.391950350491988j)
370,(32.97244931038323+0j),(17.45038631191289+0j),(15.183692490990913-1.2359092571913224j)
371,(37.848265685316626+0j),(21.121608871013517+0j),(10.627278593534294-2.6263324264860026j)
372,(31.6861214082546+0j),(16.932872326007846+0j),(9.621258011576131-0.8020075826027949j)
373,(27.786904043724657+0j),(15.483391641045772+0j),(8.58252868705-2.6981456858639326j)
374,(29.62203156042594+0j),(16.344055952333324+0j),(9.04999012246946-2.335395638428494j)
375,(33.30766757204013+0j),(15.640811077342168+0j),(11.441206817952738-0.44407579991859847j)
376,(24.373417284439896+0j),(14.219236106326038+0j),(18.950715448910913+7.386955902389904j)
377,(24.715647331313203+0j),(10.922936720159983+0j),(8.784099298573718-3.530455278935871j)
378,(34.28155263939931+0j),(6.833416878497789+0j),(13.359529092765621-4.24425000746287j)
379,(35.114946675261095+0j),(11.198626133508917+0j),(19.995357465207647+5.567962330812479j)
380,(34.96844829385681+0j),(15.139573429049419+0j),(11.87860900587701-2.5231942466857955j)
381,(25.45381916993425+0j),(10.118801704963282+0j),(10.139807665873056-2.362326910552438j)
382,(25.246442077706096+0j),(10.210370415181629+0j),(9.91288237422485-2.6276051660224145j)
383,(24.231269308036538+0j),(6.946044302158408+0j),(7.2179010972667035-2.9868463789535626j)
384,(42.42752650387373+0j),(11.993673185495743+0j),(13.716957812966628+1.4408507422275707j)
385,(43.13710773021443+0j),(12.304336334648488+0j),(11.717301606796159-0.3768976574568662j)
386,(31.252945612008542+0j),(16.51286456378592+0j),(9.686210374450631-1.0441327129124147j)
387,(19.30044995448905+0j),(19.229564284731108+0j),(7.722558212191638-3.274040466638396j)
388,(14.665285378224878+0j),(15.691550738712316+0j),(6.312317194541053-1.4965461915502856j)
389,(19.34143098509615+0j),(16.237624783199006+0j),(8.343505445869772-3.468148791761536j)
390,(19.89553630936869+0j),(14.875674623125763+0j),(10.622238764449792-2.343921450291285j)
391,(10.54424374042117+0j),(15.953158688429584+0j),(6.732326764083637-2.433947135397383j)
392,(7.840333968701049+0j),(14.916249834985168+0j),(7.008012520492225-0.8789202598343548j)
393,(9.535196064113498+0j),(13.620410735956543+0j),(7.519043172199635-1.924169914907781j)
394,(17.022076507417378+0j),(13.607008449482507+0j),(7.33389882268574-0.5746303293798949j)
395,(13.597368469555207+0j),(13.552665727887454+0j),(5.882430507888064-2.26426654539185j)
396,(13.543492558285799+0j),(12.528341915040112+0j),(6.985245800729731-2.584857472845643j)
397,(19.02226644116583+0j),(18.46452909081082+0j),(7.876655971990778-2.515052705619347j)
398,(19.42759363822162+0j),(14.886494712209265+0j),(9.904864260666791-2.343921450291285j)
399,(19.42454204692544+0j),(15.069886929177976+0j),(10.217830147069334-2.652197846248095j)
400,(19.88483246117489+0j),(15.218398406680793+0j),(11.203900074753806-2.585654877492324j)
401,(16.910008075032888+0j),(12.797165397205962+0j),(10.00965972673103-3.8124674426351555j)
402,(17.91213033776098+0j),(13.773675374354776+0j),(9.328921241545107-3.8488590046073976j)
403,(17.940351913366456+0j),(13.234977931745687+0j),(8.195772434985813-1.4939506368211806j)
404,(18.536397136686162+0j),(14.447455812957575+0j),(9.13963419724095-1.5749823193382149j)
405,(20.898812370992967+0j),(15.76615341225971+0j),(9.702402192080713-3.5752527095188844j)
406,(19.160509566337556+0j),(19.280174932389716+0j),(7.4086813178807-3.4909122132757755j)
407,(19.455106847015195+0j),(16.735835834728444+0j),(8.17841358943744-2.442629467017185j)
408,(19.42759363822162+0j),(14.886494712209265+0j),(9.904864260666791-2.343921450291285j)
409,(17.792916124701048+0j),(14.644151219106748+0j),(9.612221348046479-2.7625685622638043j)
410,(19.40469237042184+0j),(17.714071477234878+0j),(9.192368606542981-3.86279246329834j)
411,(16.95239241408778+0j),(16.868844583351798+0j),(8.274371534666408-3.048787204946694j)
412,(16.2567086559416+0j),(16.176563197131024+0j),(7.030624596133737-2.9462622654325967j)
413,(17.74328007888569+0j),(15.774332128789524+0j),(7.495153215106976-3.193120309635167j)
414,(15.098623741058487+0j),(17.958789393713225+0j),(9.125524722454228-6.181314736758736j)
415,(17.639916495405824+0j),(11.015712599280311+0j),(11.352924004067987-4.741907457283842j)
416,(10.675248184970078+0j),(7.702280175748034+0j),(10.48509867200261-4.81284210300743j)
417,(13.29643334888801+0j),(9.891651468216118+0j),(12.419426089790862-6.995109788512088j)
418,(13.2184741748873+0j),(9.945742284773493+0j),(11.975163033464474-6.737371435041645j)
419,(13.487726503109036+0j),(10.231459777899419+0j),(12.760646310966555-6.907323807499235j)
420,(12.869238711724634+0j),(9.977650360616286+0j),(12.302304453651685-6.286020163246354j)
421,(14.600137606979251+0j),(9.422372400689936+0j),(14.914598085527855-4.8516449157482935j)
422,(18.02140244255567+0j),(11.01978484567463+0j),(11.579381191765336-4.710222343294696j)
423,(18.819940684515455+0j),(9.377132829924484+0j),(11.58642590288883-4.579965534710945j)
424,(17.174915475069184+0j),(10.34951818245099+0j),(10.486238776154348-4.52469682504266j)
425,(17.681098071928442+0j),(10.999004048595134+0j),(11.241840702075056-4.78387868130743j)
426,(20.454087156658538+0j),(10.416056540936442+0j),(9.79757422075497-1.599611745995103j)
427,(20.30237892112726+0j),(13.982390250369827+0j),(13.256389958888581-4.904029657164848j)
428,(21.840580675436648+0j),(11.125557479885938+0j),(9.403039739698281-2.6286397270699493j)
429,(20.11522930821077+0j),(11.481766679707508+0j),(9.93989342587864-4.162050080724393j)
430,(21.594297820049658+0j),(11.613010838169425+0j),(10.327872597192375-3.7463169346601073j)
431,(25.85844248034654+0j),(12.75391001972338+0j),(11.333224743080564-3.895069857298975j)
432,(23.915149743271257+0j),(12.483598153003895+0j),(9.759223517616922-2.691975903362859j)
433,(23.984684885976186+0j),(13.71249281568847+0j),(9.844936721926208-2.8777594688404164j)
434,(20.75873615723955+0j),(3.575362847476697+0j),(10.767985183862699-3.0081567035759575j)
435,(25.688890375226197+0j),(12.596787748115819+0j),(10.352262747726284-2.821576581636799j)
436,(23.16695121157719+0j),(12.703676630610781+0j),(11.264184527810226-1.8593462304431294j)
437,(26.507567008757714+0j),(14.85052438248691+0j),(13.142486095952675-2.481742559628415j)
438,(24.441324258480094+0j),(10.263519493342068+0j),(9.853965357727601-2.1500803148767402j)
439,(21.801924958906806+0j),(13.604700208643624+0j),(10.14892650503763-3.2834254234763804j)
440,(21.417076872070943+0j),(14.674640560707521+0j),(11.555223273651183-2.969413606449837j)
441,(21.980917549696684+0j),(13.606204589643617+0j),(10.233743372139704-3.1979178417763805j)
442,(22.61153233759875+0j),(11.402209778045794+0j),(9.206020569232816-2.275733156575664j)
443,(22.519534641960654+0j),(9.713680165032688+0j),(8.81940942046685-3.1211949433143364j)
444,(19.12524060405385+0j),(12.549926976465466+0j),(10.017600677285442-2.94274771071622j)
445,(23.659631663200617+0j),(12.193127599634543+0j),(11.342254506500787-2.9532755086513798j)
446,(22.987477313107725+0j),(9.702860075949182+0j),(9.536783924249841-3.1211949433143364j)
447,(21.70012156157907+0j),(14.842457469871105+0j),(11.505903512220016-2.7637218176885114j)
448,(18.90936526214712+0j),(19.691951931178668+0j),(7.710924378864581-4.024754294795775j)
449,(23.936788992206566+0j),(17.200550084999225+0j),(11.717321962371573-1.1027083988750646j)
450,(19.59748649597025+0j),(10.259570357494141+0j),(10.162626416028319-1.1444379056883132j)
451,(26.507567008757714+0j),(14.85052438248691+0j),(13.142486095952675-2.481742559628415j)
452,(15.829352149375232+0j),(16.61116856691732+0j),(8.99453241902152-4.099080915720403j)
453,(20.613395143603313+0j),(11.273611386132037+0j),(9.482365837194568-3.912142235074326j)
454,(21.39042284121277+0j),(14.833980004685273+0j),(10.41957132710311-3.0504201202232903j)
455,(16.833755485984014+0j),(10.064702183436479+0j),(11.657883872729562-4.410368683216043j)
456,(18.413355261901206+0j),(8.663804692767027+0j),(10.341699875668454-3.5361695830375783j)
457,(19.71029495940942+0j),(8.204603921716396+0j),(12.245031337386909-4.503959820520128j)
458,(16.924538905809545+0j),(8.58038252149326+0j),(8.472747127965466-3.513962027118812j)
459,(17.358747481525345+0j),(8.486487973070087+0j),(9.495381267622399-3.951175262501209j)
460,(15.931318588778682+0j),(7.916175076757796+0j),(10.859989017459059-3.474854400919443j)
461,(17.833492256557772+0j),(7.752732932422789+0j),(10.821713420499702-3.295574904503513j)
462,(18.08034471969096+0j),(9.806651769814911+0j),(9.880375123979341-4.275179476406327j)
463,(17.983337505498955+0j),(10.30877938924338+0j),(11.48363332791841-3.3967459970805924j)
464,(18.08484831044196+0j),(8.614161982324966+0j),(10.674117262382-3.2028722652803947j)
465,(16.4033821134107+0j),(11.550641269494687+0j),(11.402438575694825-3.186611115713229j)
466,(17.98922412609973+0j),(10.053426790078582+0j),(10.816406375169834-3.2028504002224047j)
467,(19.301554318871908+0j),(11.780025337828524+0j),(11.572622558432059-4.19313081254907j)
468,(16.485856073675354+0j),(8.314945027950209+0j),(10.744778636049599-3.655673998227861j)
469,(16.878831323867086+0j),(8.852534099305132+0j),(10.675783195424321-3.8068999809442805j)
470,(17.52022868675013+0j),(9.73354998040276+0j),(10.128913921081603-4.099155445583334j)
471,(12.85932106243598+0j),(4.0431215799319835+0j),(11.170121043022853-1.7417936585868594j)
472,(18.76857264955583+0j),(8.960126808595255+0j),(11.327164458084784-3.1398275177516255j)
473,(17.81320001406778+0j),(9.055012615884179+0j),(11.488963824198958-4.824662049476577j)
474,(20.978356550996914+0j),(7.10542170708689+0j),(7.461972947233227-0.733966308365818j)
475,(16.766807691338922+0j),(10.579771020450599+0j),(9.90612430365785-3.572950172927093j)
476,(20.670038441869952+0j),(4.699726559787536+0j),(11.665818096879411-2.25128676389753j)
477,(15.923726406267706+0j),(10.792829118228916+0j),(9.079613528465291-2.7217568532774474j)
478,(15.915631176205256+0j),(6.975972176021977+0j),(9.670582449163826-2.7842228077159135j)
479,(17.30047433926234+0j),(11.802963789405062+0j),(11.634541271622878-3.7902756277115195j)
480,(16.863905009867235+0j),(10.933773966220645+0j),(11.162894806156634-4.464163513718218j)
481,(19.328509295587224+0j),(6.606998310404336+0j),(12.08094349644659-4.2488186208252685j)
482,(17.59364696045842+0j),(7.665152178584194+0j),(9.670692445201574-2.820644211392139j)
483,(17.627372152855276+0j),(11.50855279236361+0j),(11.34017404993472-3.9500750140472505j)
484,(14.55323548430642+0j),(18.857125493297843+0j),(9.26027285627553-1.7965384700525537j)
485,(14.235003718314287+0j),(16.827125514423454+0j),(10.992280443205757-5.270443747323872j)
486,(16.902464192372356+0j),(16.375229949805178+0j),(8.72683757500892-3.581036408507086j)
487,(22.553435456739688+0j),(13.489671401725476+0j),(11.9599749510248-3.40194637196698j)
488,(14.980218080850843+0j),(16.107717839426567+0j),(9.142491703315018-4.7161562820043805j)
489,(22.93410371693933+0j),(14.275967845297963+0j),(9.951647459312964-2.460658268431078j)
490,(21.421256698707168+0j),(12.818403765071137+0j),(12.157253996749466-4.224713527012282j)
491,(22.311663280652095+0j),(12.280512841113545+0j),(9.186447268607571-2.6779915025063725j)
492,(22.89457702710688+0j),(11.57002668720938+0j),(9.156700807801649-2.0700413678143397j)
493,(14.55323548430642+0j),(18.857125493297843+0j),(9.26027285627553-1.7965384700525537j)
494,(14.475999562867239+0j),(16.95442130088046+0j),(3.5572567642344466-2.963961042223109j)
495,(21.006164486550812+0j),(8.528141711804087+0j),(9.882022254268007-4.561037464643616j)
496,(24.887314609416475+0j),(13.877230488552732+0j),(11.930002387890044-1.7043149383309761j)
497,(20.942774599316145+0j),(12.134272576918155+0j),(10.010457489133236-3.9989496113018475j)
498,(16.478078865798313+0j),(18.35405301967215+0j),(8.449398439975008-3.494861898882979j)
499,(20.913264200549968+0j),(10.395308323064286+0j),(9.501939137819814-3.5098838891436177j)
500,(22.871566668252616+0j),(7.858586348107496+0j),(10.601218580958705-2.735840173824101j)
501,(16.664084505990772+0j),(12.737202735422233+0j),(9.880531528535101-2.2537219246834286j)
502,(17.321026942906965+0j),(14.099943435829687+0j),(9.814849990894976-3.347018781439382j)
503,(20.32707831766955+0j),(13.101417070581656+0j),(9.957497028092968-4.445328044717064j)
504,(22.91047471399453+0j),(14.178448093860768+0j),(11.537869760718324-2.8679392423154115j)
505,(23.98364513756503+0j),(13.539984847524646+0j),(10.200862869772484-1.8307265527005498j)
506,(17.667596556743696+0j),(10.091238327219958+0j),(12.634278362895252-5.09452565397501j)
507,(22.31008059991464+0j),(10.476431867165031+0j),(9.741046925834516-2.707299804774267j)
508,(16.77232219484639+0j),(9.506793686830475+0j),(10.909990094498658-4.339521816319625j)
509,(19.250950412435238+0j),(12.850233200200424+0j),(7.212690094587926-3.097040183625895j)
510,(23.0519233865524+0j),(12.942373425850928+0j),(8.919939897855853-2.4803770141768373j)
511,(22.895211814048498+0j),(12.680482871003402+0j),(9.06506132205126-2.457882784161901j)
512,(22.103840101907725+0j),(12.09669886703062+0j),(9.060911118444604-2.496641494428857j)
513,(18.495773702336024+0j),(9.351642676928044+0j),(6.668714468662018-3.429395433258836j)
514,(18.194294688987988+0j),(9.06462776999503+0j),(9.872922089325243-3.516113959409777j)
515,(21.127090053080146+0j),(12.028672806390365+0j),(10.98450755907698-3.373430134593523j)
516,(21.019101568031957+0j),(8.576919013207295+0j),(9.99817309142403-4.932715472404023j)
517,(23.155201430042137+0j),(9.706847563844251+0j),(8.065463456324544-2.1124225601522197j)
518,(22.519534641960654+0j),(9.713680165032688+0j),(8.81940942046685-3.1211949433143364j)
519,(23.915149743271257+0j),(12.483598153003895+0j),(9.759223517616922-2.691975903362859j)
520,(22.519534641960654+0j),(9.713680165032688+0j),(8.81940942046685-3.1211949433143364j)
521,(24.389177862739167+0j),(9.617510932096874+0j),(8.198940365774675-2.3771995302113047j)
522,(22.754896795324026+0j),(11.664826844737794+0j),(8.569735349011198-5.050076835841299j)
523,(26.507567008757714+0j),(14.85052438248691+0j),(13.142486095952675-2.481742559628415j)
524,(19.193066758009618+0j),(7.430682570652433+0j),(11.951496803094008-3.643905599779616j)
525,(24.194753856621844+0j),(8.515729561237519+0j),(11.030548272652746-3.1382732085600336j)
526,(17.726279315430777+0j),(10.275890375328581+0j),(7.131459987397964-3.1070797691928407j)
527,(20.803383396720026+0j),(10.81446687553739+0j),(8.880540749364444-2.6718808720016285j)
528,(23.654082450570694+0j),(7.397543905502265+0j),(9.601209507732127-0.9673438567991168j)
529,(26.6454687021287+0j),(8.898682510905857+0j),(10.34227543989479-2.603201536392631j)
530,(16.902464192372356+0j),(16.375229949805178+0j),(8.72683757500892-3.581036408507086j)
531,(19.97013005187208+0j),(14.233109393322545+0j),(10.360575256810863-2.814206997790667j)
532,(15.07454407199336+0j),(17.321339843042043+0j),(9.710154295455412-4.272591547716313j)
533,(21.208573259325608+0j),(16.586240201534064+0j),(8.383574799734928-2.6743579555475567j)
534,(16.422566624325196+0j),(10.691412563909736+0j),(12.323777051856025-2.5439923533804936j)
535,(15.412153558693745+0j),(7.868427235770252+0j),(13.79957658584305-5.182510166353262j)
536,(17.080922086692205+0j),(20.570754221343826+0j),(9.225664703292846-3.318731991957231j)
537,(22.264154308019478+0j),(12.53036429467464+0j),(10.448080868192156-2.6708360645524825j)
538,(14.212503893666197+0j),(14.656970992639604+0j),(8.732276298434597-4.414102985844886j)
539,(17.190194899745766+0j),(9.219954832045383+0j),(11.012498791812362-4.274050752377902j)
540,(21.034204741508578+0j),(11.152413166439688+0j),(9.579398292666692-3.919371479174066j)
541,(20.75873615723955+0j),(3.575362847476697+0j),(10.767985183862699-3.0081567035759575j)
542,(20.42235993343914+0j),(12.763577586779107+0j),(7.922334817120123-1.9056599329972128j)
543,(21.62038712395962+0j),(11.9629842449131+0j),(9.506313941182759-1.1114317213381053j)
544,(24.84411293105663+0j),(12.156965083368469+0j),(9.685614571146742-3.1523792981233654j)
545,(21.53347984150384+0j),(11.79256076583383+0j),(12.220343367664922-4.234721325676047j)
546,(20.974476597623855+0j),(14.348878880889597+0j),(11.847541579901769-3.666944426375755j)
547,(22.697003334258163+0j),(14.156065419747645+0j),(12.334439256534665-3.572440581267223j)
548,(22.176425741619557+0j),(12.647434334858165+0j),(12.33697268567616-2.9504088179667867j)
549,(24.605343101613062+0j),(10.015400624399899+0j),(9.343118997445195-3.0065205149061387j)
550,(24.22068729981025+0j),(12.370582327948759+0j),(10.676820031789843-2.6572063656816383j)
551,(22.198015801512863+0j),(9.542024267666763+0j),(8.94914664250061-4.95864206302316j)
552,(23.598658724817156+0j),(10.773383177334262+0j),(8.218757190974769-3.2613079575996635j)
553,(25.354307495648914+0j),(7.040466817914345+0j),(12.180858416388569-2.403433409968177j)
554,(23.170652832610617+0j),(12.732719807383727+0j),(9.000139228156955-0.9196350829301765j)
555,(20.699016473795123+0j),(12.61128089885168+0j),(7.476828734174436-2.476030786069211j)
556,(28.890866153435528+0j),(9.2407150171817+0j),(12.277773072160002+0.5964635503030716j)
557,(22.313464821594643+0j),(11.165470122185159+0j),(8.698079100368508-2.2295646679291683j)
558,(24.204059792848557+0j),(9.74245229932873+0j),(10.996112140643977-2.7033955287522193j)
559,(25.329265619060166+0j),(11.950944386924728+0j),(11.625055334936985-2.3318519132498703j)
560,(25.18388566401469+0j),(11.070354950386065+0j),(8.807285140891546-2.192143492193355j)
561,(23.882813545718868+0j),(11.798248297076642+0j),(8.633753605798223-3.133418162706059j)
562,(23.47377877396708+0j),(14.621843627741667+0j),(11.127424719535522-3.1360568105037903j)
563,(23.298396601830596+0j),(10.819201416287843+0j),(9.276309110597206-1.8728184818622788j)
564,(22.218250133339048+0j),(11.879335351255293+0j),(8.43300336579276-1.8063964330645177j)
565,(24.84411293105663+0j),(12.156965083368469+0j),(9.685614571146742-3.1523792981233654j)
566,(14.89163327892423+0j),(13.803884320239716+0j),(10.123104795533697-4.717263228520157j)
567,(25.792371241276292+0j),(9.520863749658862+0j),(13.35292659405248-0.16763725764604j)
568,(4.971355859949063+0j),(5.154023881428961+0j),(-4.623494551413512-4.832762238402631j)
569,(28.724386431459752+0j),(8.42343648256873+0j),(11.594564549199179-1.582777419738074j)
570,(23.687921627807064+0j),(10.654720832104935+0j),(10.81179725572634-2.1216010048946985j)
571,(17.78246105062157+0j),(15.390405042119045+0j),(9.203955148287156-2.708321606428677j)
572,(16.846724703400632+0j),(15.613361556106554+0j),(5.593508070446361-2.5442658208796707j)
573,(17.37086143729074+0j),(10.673863527731283+0j),(10.15990572636771-3.2459511782448383j)
574,(18.779113779419614+0j),(10.393860290520767+0j),(10.776711513907488-3.609045129527997j)
575,(17.036356020246505+0j),(10.269037999673886+0j),(9.806090489874586-3.4339577857506125j)
576,(19.203751060102448+0j),(9.800756543443475+0j),(10.302076664597108-4.462688099402038j)
577,(18.36455133242199+0j),(9.25976103021301+0j),(11.4199410487864-4.2708383392537606j)
578,(18.252435860003107+0j),(9.620147118300567+0j),(10.845476082895564-4.259287139590238j)
579,(18.350804675115945+0j),(8.569434312219485+0j),(10.313483948005517-3.892869232875219j)
580,(19.557888212680222+0j),(7.604818572305614+0j),(11.377013700970453-4.085946750250544j)
581,(18.881042661787323+0j),(8.230954576255+0j),(10.51783498257838-4.474024861701319j)
582,(19.296542771986562+0j),(8.958642057016672+0j),(9.985818895512452-4.565427804657051j)
583,(19.827685596606344+0j),(7.923122379053376+0j),(11.30318553871934-3.866668178200385j)
584,(17.611574188299603+0j),(9.132380231124916+0j),(11.06244531945572-4.317232382431129j)
585,(18.056462282260785+0j),(7.875552563365729+0j),(11.098378485424858-4.443619523276545j)
586,(17.157387370465973+0j),(10.882028965933278+0j),(10.99029872068123-2.9412897064416965j)
587,(18.91957727315662+0j),(11.668001111915528+0j),(12.696424549151931-3.8210207718924436j)
588,(15.342216307287492+0j),(11.927504802994852+0j),(12.717901740294588-3.795672230382774j)
589,(17.253912317225772+0j),(11.80245668410078+0j),(11.299742726150496-2.838479057314534j)
590,(17.54030427502796+0j),(11.916531255377045+0j),(11.960443922477781-3.3124929638937672j)
591,(16.600123246141663+0j),(10.339124747551118+0j),(12.649312856669116-4.102943712587732j)
592,(16.861516094646916+0j),(12.073271321103036+0j),(11.944141414566893-3.3208120465900266j)
593,(15.61551804421612+0j),(11.975879866506917+0j),(12.175860515002107-2.9475311659333667j)
594,(17.724655470814046+0j),(11.056683719957055+0j),(12.83781416261132-3.6069801953248892j)
595,(13.198859315174088+0j),(12.44169392343884+0j),(10.087040568650824-4.232100030516945j)
596,(15.89853082154763+0j),(13.270345391725382+0j),(9.650598429431717-3.8754807319517677j)
597,(19.215179890520442+0j),(8.37159876706187+0j),(11.549426879334593-4.376697729396964j)
598,(17.437076789011872+0j),(8.417840034099372+0j),(9.310002492636183-4.108767490026564j)
599,(19.034045755990377+0j),(9.244474625213385+0j),(11.147670195651479-4.591325023195928j)
600,(18.18582900810571+0j),(14.821221089784371+0j),(8.224841572606413-3.593362391093287j)
601,(20.120155328953558+0j),(16.841584876352638+0j),(9.029850857023098-3.99983709194391j)
602,(19.229755837077143+0j),(16.66978386617672+0j),(8.945918548766057-3.504920666802811j)
603,(17.556913940816393+0j),(9.33344595333051+0j),(10.069712324753722-3.775420403689971j)
604,(18.868826036605903+0j),(8.323715428114383+0j),(10.581568146987514-4.200213394894144j)
605,(19.00654147535657+0j),(9.807732023195596+0j),(11.545145591499125-4.6087117466072005j)
606,(17.583480590675524+0j),(9.338837239532435+0j),(11.161421411700232-4.181535946626956j)
607,(18.89008856171458+0j),(9.547748879702121+0j),(11.43198208244252-4.502987943849131j)
608,(19.321390041176286+0j),(10.172509496905443+0j),(10.88804906308525-5.180878056134805j)
609,(20.186468187869032+0j),(9.847917098073626+0j),(10.023882489256431-4.1996731440582025j)
610,(18.713819211360427+0j),(10.162260621790736+0j),(9.820134348702537-4.422775303026917j)
